Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns_1d,Returns_2d,Returns_3d,Volatility,Symbol
2025-02-01,1679.028823956694,1694.360162260864,1657.8122782777295,1672.550048828125,2793764,0.0,0.0,,,,,HDFCBANK.NS
2025-02-03,1651.828139694996,1668.4453812534073,1645.349364263455,1659.7410888671875,10138270,0.0,0.0,-0.007658341805623192,,,,HDFCBANK.NS
2025-02-04,1670.3246232912106,1707.0210219609323,1661.7688435247674,1702.17431640625,14308251,0.0,0.0,0.025566172834839085,0.01771203653898512,,,HDFCBANK.NS
2025-02-05,1714.1425632011333,1725.2206434143388,1700.1960148503242,1718.890380859375,11837753,0.0,0.0,0.009820418679807874,0.03563766203592533,0.027706394833277637,,HDFCBANK.NS
2025-02-06,1716.6153952446862,1729.9684968498739,1705.2405309143412,1724.87451171875,13380358,0.0,0.0,0.003481391789733168,0.013335999194504566,0.03924312248967565,,HDFCBANK.NS
2025-02-07,1730.9575596166678,1747.772575910087,1706.2295944792868,1713.895263671875,11754800,0.0,0.0,-0.006365244527808955,-0.002906012648114631,0.006885867770799914,0.013582227635790759,HDFCBANK.NS
2025-02-10,1698.6135044686043,1704.6964875672104,1689.9092120593446,1697.080322265625,8597975,0.0,0.0,-0.009810950390413797,-0.01611374581993763,-0.012688452292603958,0.014106536948262126,HDFCBANK.NS
2025-02-11,1684.4690402815525,1692.3819893844604,1670.3245954632957,1682.886474609375,11362352,0.0,0.0,-0.008363686426639538,-0.018092581104440564,-0.024342661929380616,0.008515048451795636,HDFCBANK.NS
2025-02-12,1674.5778973496554,1693.371151956651,1662.9062488232378,1688.227783203125,11404785,0.0,0.0,0.0031738971548807005,-0.005216334752312535,-0.014976107941251704,0.006421532507585192,HDFCBANK.NS
2025-02-13,1680.5125871127052,1695.5966465320512,1675.1219387645679,1679.2266845703125,6301217,0.0,0.0,-0.005331684931599967,-0.0021747099963542738,-0.010520207830515438,0.005066303291346585,HDFCBANK.NS
2025-02-14,1683.3810496024255,1683.3810496024255,1661.7193270831162,1676.40771484375,9979946,0.0,0.0,-0.0016787309018281293,-0.007001465369174564,-0.003849790145309062,0.005258954975952324,HDFCBANK.NS
2025-02-17,1666.8626539426798,1701.2840302942786,1662.9556836815443,1698.662841796875,6469473,0.0,0.0,0.013275485883336824,0.011574469013119426,0.0061810726594910825,0.00847462617364065,HDFCBANK.NS
2025-02-18,1694.4097170226223,1712.708411673349,1687.584774328812,1704.3009033203125,8175455,0.0,0.0,0.0033191174756455055,0.016638666256175272,0.01493200351113777,0.007000356171537696,HDFCBANK.NS
2025-02-19,1698.3166779770647,1718.9892813739957,1693.816139939549,1708.4056396484375,5942056,0.0,0.0,0.0024084575206926306,0.00573556894978422,0.019087197297746883,0.006991709885541957,HDFCBANK.NS
2025-02-20,1692.3820255278974,1696.0417162693425,1666.961724288724,1668.7420654296875,13195255,0.0,0.0,-0.023216719319020807,-0.02086417828057796,-0.017614311463678534,0.013490236069414631,HDFCBANK.NS
2025-02-21,1662.6095001944939,1676.5065442573725,1658.9991931098252,1674.083251953125,7840470,0.0,0.0,0.0032007262440898465,-0.020090303437757084,-0.017730232559472037,0.01362085929728879,HDFCBANK.NS
2025-02-24,1662.8073045977758,1665.873548202101,1643.0249319995226,1658.850830078125,10346823,0.0,0.0,-0.009098963183120423,-0.0059273602292847505,-0.029006465689559557,0.011613301892932405,HDFCBANK.NS
2025-02-25,1652.9161165968144,1669.6322455735317,1652.9161165968144,1664.043701171875,12069354,0.0,0.0,0.0031304026857590372,-0.005997043916147526,-0.0028155125679071302,0.011581077918664539,HDFCBANK.NS
2025-02-27,1664.2415635700595,1692.1346600420295,1664.2415635700595,1682.1939697265625,17893400,0.0,0.0,0.010907326858005773,0.014071873869055507,0.004844871223683045,0.01337307446437769,HDFCBANK.NS
2025-02-28,1666.6649456049367,1718.3463956986209,1666.6649456049367,1713.5491943359375,27258364,0.0,0.0,0.01863948223192824,0.02975011601510169,0.03297364854393603,0.010317613324718271,HDFCBANK.NS
